"Date_sold","Likes","Designer","Model","Price_sold","Condition","Material","Color","Width","Height","Depth","Location","Seller","Sold_with","Online_since","Reference"
"June 6, 2020",34,"Bvlgari",NA,"150 €","Never worn  More infos","Leather","Black","30 cm","45 cm","20 cm","Tunisia","Hazem","","05/03/2020","9629546"
"October 10, 2019",32,"Bvlgari","Serpenti","950 €","Very good condition  More infos","Leather","Yellow","25 cm","20 cm","6 cm","Spain","carlota","","04/10/2019","8362044"
"November 5, 2019",44,"Bvlgari","Serpenti","1250,46 €","Very good condition  More infos","Leather","Green","16.5 cm","10.9 cm","5.1 cm","United Kingdom","Mia","","02/10/2019","8342363"
"July 6, 2020",39,"Bvlgari","Serpenti","819,09 €","Very good condition  More infos","Exotic leathers","Black","21 cm","12 cm","5 cm","United Kingdom","maya","Dustbag ,Card or certificate","22/01/2020","9244878"
"January 3, 2020",57,"Bvlgari","Serpenti","680 €","Very good condition  More infos","Patent leather","Metallic","19 cm","12 cm","4,8 cm","France","bérangère","","22/12/2019","9017142"
"October 5, 2019",55,"Bvlgari","Serpenti","1459,94 €","Very good condition  More infos","Leather","Green","28 cm","19 cm",NA,"United Kingdom","hatice","","20/09/2019","8257657"
"May 1, 2020",16,"Bvlgari",NA,"138,08 €","Never worn, with tag  More infos","Leather","Black",NA,NA,NA,"Italy","serena","","27/04/2020","10108605"
"June 4, 2020",88,"Bvlgari","Serpenti","1051 €","Very good condition  More infos","Leather","Yellow","20 cm","14 cm","4,5 cm","Italy","daniel","Card or certificate","05/10/2019","8366129"
"January 3, 2020",6,"Bvlgari","Serpenti","1208,33 €","Very good condition  More infos","Exotic leathers","Blue","15 cm","18 cm","9.5 cm","United Kingdom","Jessica","Dustbag ,Original box","03/01/2020","9091109"
"December 31, 2019",51,"Bvlgari","Serpenti","1042,19 €","Very good condition  More infos","Leather","Blue","15 cm","18 cm","9.4 cm","Canada","linda","","14/11/2019","8697346"
"October 22, 2019",21,"Bvlgari","Serpenti","600 €","Very good condition  More infos","Leather","Metallic","9,5 cm","16 cm","3,5 cm","Spain","laura","Original box","22/10/2019","8505315"
"March 1, 2020",22,"Bvlgari","Serpenti","1332,50 €","Very good condition  More infos","Exotic leathers","Multicolour","30 cm","18 cm",NA,"United Kingdom","Yingying","","16/01/2020","9196742"
"November 10, 2019",43,"Bvlgari","Serpenti","1276,72 €","Very good condition  More infos","Leather","Metallic","21 cm","16 cm","6 cm","United Kingdom","rachel","","10/10/2019","8407416"
"May 4, 2020",6,"Bvlgari",NA,"114,93 €","Very good condition  More infos","Cloth","Green","23.5 cm","13.5 cm",NA,"Italy","Marilena","","27/04/2020","10112836"
"June 8, 2020",10,"Bvlgari",NA,"360 €","Never worn  More infos","Leather","Yellow","19 cm","15 cm","8 cm","Italy","ale","Dustbag","22/04/2020","10061330"
"December 5, 2019",16,"Bvlgari","Serpenti","908,58 €","Very good condition  More infos","Leather","Black","16 cm","19 cm","10 cm","United Kingdom","S","","17/10/2019","8468343"
"December 28, 2019",4,"Bvlgari","Serpenti","650 €","Very good condition  More infos","Glitter","Anthracite","16,5 cm","11 cm","5 cm","France","Jeanne","Original box","28/12/2019","9056599"
"September 13, 2019",34,"Bvlgari","Serpenti","660 €","Very good condition  More infos","Leather","Other",NA,NA,NA,"Italy","rita","","30/08/2019","8119063"
"November 9, 2019",34,"Bvlgari","Serpenti","1068 €","Very good condition  More infos","Leather","Beige","20 cm","14 cm","4,5 cm","Germany","chiara","Original box","28/09/2019","8312766"
"October 14, 2019",31,"Bvlgari","Serpenti","1000 €","Very good condition  More infos","Leather","Other","20.1 cm","14 cm","4.3 cm","United Kingdom","pearl","","24/09/2019","8283186"
"December 26, 2019",56,"Bvlgari","Serpenti","862,82 €","Good condition  More infos","Patent leather","Red","19 cm","16 cm","5 cm","United Kingdom","borka","Dustbag","04/12/2019","8884818"
"May 9, 2020",20,"Bvlgari",NA,"150 €","Very good condition  More infos","Silk","Black","30 cm","19 cm","2 cm","Italy","emanuela","","05/05/2020","10211273"
"June 17, 2020",10,"Bvlgari","Rossellini","208 €","Fair condition  More infos","Leather","Burgundy","29 cm","18 cm","10 cm","Italy","silvia","","17/05/2020","10355456"
"March 18, 2020",150,"Bvlgari","Serpenti","800 €","Good condition  More infos","Leather","Metallic","19 cm","15 cm","5 cm","Taiwan","hsiang","Dustbag","29/11/2019","8841180"
"December 6, 2019",21,"Bvlgari","Serpenti","600 €","Good condition  More infos","Leather","Black","19.5 cm","15 cm","4 cm","Ireland","jade","Dustbag","29/11/2019","8840983"
"September 27, 2019",48,"Bvlgari","Serpenti","1037,67 €","Very good condition  More infos","Leather","Yellow","18 cm","15 cm","9.5 cm","Canada","linda","","02/08/2019","7971868"
"September 11, 2019",6,"Bvlgari","Serpenti","1000 €","Very good condition  More infos","Leather","Pink","18 cm","15 cm","9,5 cm","France","bonnie","Original box","10/09/2019","8182812"
"May 14, 2020",84,"Bvlgari","Serpenti","1365,58 €","Very good condition  More infos","Leather","Green","27 cm","19 cm","16 cm","France","karl","","09/02/2020","9392010"
"May 22, 2020",8,"Bvlgari",NA,"740,75 €","Never worn  More infos","Leather","Black","23.1 cm","23.1 cm","7.6 cm","United Kingdom","lala","Dustbag","03/03/2020","9615836"
"November 8, 2019",71,"Bvlgari","Serpenti","1699 €","Very good condition  More infos","Leather","Black","20.3 cm","16.5 cm","5.1 cm","France","barbara","Dustbag ,Original box ,Card or certificate","25/08/2019","8082354"
"February 20, 2020",94,"Bvlgari","Serpenti","1221,33 €","Very good condition  More infos","Leather","Beige","18 cm","16 cm","5.5 cm","Hong Kong","Ivan","","28/08/2019","8097276"
"December 14, 2019",14,"Bvlgari","Serpenti","730 €","Good condition  More infos","Leather","Purple","28 cm","19 cm","5 cm","Italy","Monica","Dustbag","04/12/2019","8883546"
"April 11, 2020",91,"Bvlgari","Serpenti","1557,10 €","Very good condition  More infos","Pony-style calfskin","Turquoise","28 cm","19 cm","7.5 cm","Hong Kong","amber","","10/08/2019","8020185"
"April 16, 2020",8,"Bvlgari",NA,"86,31 €","Good condition  More infos","Cloth","Beige","86.4 cm","96.5 cm",NA,"Cyprus","Greta","","06/04/2020","9888013"
"October 29, 2019",51,"Bvlgari","Serpenti","825,92 €","Good condition  More infos","Leather","Red","29 cm","23 cm","7 cm","United Kingdom","alice","Dustbag","20/09/2019","8137941"
"October 26, 2019",73,"Bvlgari","Serpenti","1199 €","Very good condition  More infos","Leather","Grey","22 cm","14 cm","4 cm","France","barbara","Card or certificate","24/08/2019","8082477"
"March 2, 2020",127,"Bvlgari","Serpenti","780 €","Good condition  More infos","Patent leather","Blue","15 cm","20 cm","4 cm","France","meriem","Dustbag ,Card or certificate","06/11/2019","8641315"
"April 16, 2020",20,"Bvlgari","Rossellini","637,75 €","Very good condition  More infos","Leather","Multicolour","21 cm","15 cm","8 cm","United Kingdom","c","","07/02/2020","9292671"
"November 6, 2019",55,"Bvlgari","Serpenti","917,40 €","Very good condition  More infos","Patent leather","Red","19 cm","16 cm","5 cm","United Kingdom","borka","","16/10/2019","8469744"
"August 29, 2019",19,"Bvlgari","Serpenti","600 €","Very good condition  More infos","Leather","Ecru","25 cm","19 cm","7.5 cm","France","alma","Dustbag ,Original box","29/08/2019","8099481"
"April 11, 2020",1,"Bvlgari",NA,"385 €","Very good condition  More infos","Leather","Camel","36 cm","30 cm","12 cm","Italy","Martina","","10/04/2020","9924635"
"September 20, 2019",79,"Bvlgari","Serpenti","760 €","Very good condition  More infos","Leather","Blue","20 cm","15 cm","3,5 cm","France","xiong","Original box","04/09/2019","8152317"
"November 3, 2019",66,"Bvlgari","Serpenti","1491 €","Very good condition  More infos","Leather","Green","20 cm","14 cm","4.5 cm","Italy","ya","Dustbag","26/06/2019","7770728"
"September 20, 2019",28,"Bvlgari","Serpenti","800 €","Good condition  More infos","Leather","Green","18 cm","15 cm","5 cm","Netherlands","xue","","19/09/2019","8251072"
"November 25, 2019",16,"Bvlgari","Serpenti","721 €","Very good condition  More infos","Exotic leathers","Beige","28 cm","19 cm","7,5 cm","Italy","Maurizio","","07/11/2019","8636611"
"September 4, 2019",21,"Bvlgari","Serpenti","1650,44 €","Very good condition  More infos","Leather","Black","15 cm","24.1 cm","7.1 cm","United Kingdom","R","","02/08/2019","7962872"
"March 25, 2020",6,"Bvlgari",NA,"488,60 €","Very good condition  More infos","Cloth","Black","25 cm","20 cm","12 cm","Hungary","Stella","Dustbag ,Card or certificate","25/02/2020","9548077"
"May 13, 2020",17,"Bvlgari",NA,"194,88 €","Very good condition  More infos","Cloth","Beige","34.3 cm","39.4 cm",NA,"Hong Kong","K","Dustbag","13/02/2020","9440809"
"May 16, 2020",22,"Bvlgari",NA,"90 €","Good condition  More infos","Cloth","Green","25,5 cm","13 cm","13 cm","Germany","Hena","","19/04/2020","10023967"
"September 3, 2019",63,"Bvlgari","Serpenti","1139,26 €","Very good condition  More infos","Leather","Other","15.5 cm","18 cm","10 cm","Hong Kong","Mandi","","15/06/2019","7503404"
"November 25, 2019",64,"Bvlgari","Serpenti","1268,04 €","Good condition  More infos","Leather","Metallic","29.2 cm","22.9 cm","10.2 cm","United States","Meghan","Dustbag","04/10/2019","8360842"
"October 19, 2019",4,"Bvlgari","Serpenti","520,62 €","Very good condition  More infos","Exotic leathers","Brown","25 cm","20 cm","7 cm","United Kingdom","maria","","19/10/2019","8488263"
"September 16, 2019",36,"Bvlgari","Serpenti","800 €","Very good condition  More infos","Leather","Blue","19 cm","16 cm","10 cm","France","Fiona","","03/08/2019","7979189"
"September 30, 2019",94,"Bvlgari","Serpenti","1200 €","Very good condition  More infos","Leather","Burgundy","15 cm","16 cm","8 cm","France","cecile","","14/06/2019","7708161"
"June 29, 2020",12,"Bvlgari","Rossellini","338,28 €","Very good condition  More infos","Leather","Black","27.5 cm","19.5 cm","9.5 cm","United Kingdom","naoko","Dustbag","10/03/2020","9672149"
"December 11, 2019",88,"Bvlgari","Serpenti","1260 €","Very good condition  More infos","Leather","Beige","22 cm","13 cm","5 cm","Spain","ana","Dustbag ,Card or certificate","09/06/2019","7661537"
"January 25, 2020",70,"Bvlgari","Serpenti","1600 €","Very good condition  More infos","Leather","Other","28 cm","19 cm","7,5 cm","Switzerland","Sarah","","08/05/2019","7444428"
"March 24, 2020",63,"Bvlgari","Serpenti","455 €","Very good condition  More infos","Leather","Other","25 cm","18 cm","9 cm","France","Vestiaire Collective","Dustbag ,Card or certificate","07/12/2018","6699700"
"August 25, 2019",3,"Bvlgari","Serpenti","808,86 €","Good condition  More infos","Leather","Black","20 cm","15 cm","5 cm","Belgium","Claire","","14/08/2019","8036553"
"May 21, 2020",14,"Bvlgari",NA,"167,15 €","Very good condition  More infos","Cloth","Pink","31 cm","19 cm","9 cm","Spain","sara","","08/03/2020","9645209"
"November 26, 2019",64,"Bvlgari","Serpenti","1266,05 €","Very good condition  More infos","Leather","Black","28 cm","19 cm","7,5 cm","United States","vcny","Dustbag ,Original box","13/06/2019","7707071"
"March 30, 2020",112,"Bvlgari","Serpenti","1040 €","Very good condition  More infos","Leather","White","17 cm","11.5 cm","5.5 cm","Netherlands","Unique Designer Pieces","Dustbag ,Original box ,Card or certificate","03/01/2020","9082373"
"April 22, 2020",78,"Bvlgari","Serpenti","890,48 €","Good condition  More infos","Patent leather","Burgundy","18 cm","15 cm","9.5 cm","Hong Kong","mui","Dustbag ,Card or certificate","05/10/2019","8368736"
"March 4, 2020",2,"Bvlgari","Bulgari","691,88 €","Never worn  More infos","Leather","Multicolour","19.1 cm","15 cm","8.9 cm","United Kingdom","lala","Dustbag","03/03/2020","9615900"
"November 1, 2019",27,"Bvlgari","Serpenti","1150 €","Good condition  More infos","Patent leather","Burgundy","27 cm","18 cm",NA,"France","franck","Dustbag ,Card or certificate","29/09/2019","8330941"
"March 21, 2020",23,"Bvlgari","Bulgari","395,24 €","Good condition  More infos","Leather","Blue","24.1 cm","20.3 cm","5.1 cm","United Kingdom","Damilola","","20/03/2020","9758519"
"February 10, 2020",17,"Bvlgari","Serpenti","1025 €","Very good condition  More infos","Exotic leathers","Black","25.4 cm","20.3 cm","3.8 cm","United Kingdom","matilda","","16/09/2019","8231997"
"July 17, 2020",37,"Bvlgari",NA,"1075 €","Very good condition  More infos","Leather","Grey","27.5 cm","18.5 cm","8 cm","Hong Kong","e","Dustbag","14/03/2020","9710864"
"March 10, 2020",5,"Bvlgari",NA,"198 €","Never worn  More infos","Patent leather","Metallic",NA,NA,NA,"Italy","Angelo","","10/03/2020","9679751"
"August 22, 2019",70,"Bvlgari","Serpenti","764,65 €","Good condition  More infos","Leather","Black","22.1 cm","13 cm","5.1 cm","United Kingdom","Iga","","22/06/2019","7750001"
"March 31, 2020",7,"Bvlgari",NA,"205 €","Good condition  More infos","Cloth","Grey","24.6 cm","25.4 cm","11.4 cm","Ireland","Joany","Dustbag","17/03/2020","9738353"
"June 26, 2020",15,"Bvlgari",NA,"135 €","Very good condition  More infos","Exotic leathers","Camel","41 cm","13 cm","11 cm","Italy","giulia","","18/03/2020","9740887"
"October 4, 2019",25,"Bvlgari","Serpenti","880 €","Good condition  More infos","Leather","Blue","25 cm","21 cm",NA,"Germany","sophie","Dustbag","15/07/2019","7871151"
"February 19, 2020",3,"Bvlgari","Rossellini","411,25 €","Very good condition  More infos","Leather","Black","30.5 cm","22.9 cm","15.2 cm","United Kingdom","penny","Dustbag","29/01/2020","9295649"
"December 27, 2019",18,"Bvlgari",NA,"934,73 €","Very good condition  More infos","Leather","Black","18 cm","16 cm","5.5 cm","Italy","gray","Dustbag","26/07/2018","5965762"
"February 6, 2020",8,"Bvlgari",NA,"216,36 €","Good condition  More infos","Cloth","Grey","15.5 cm","15 cm","15 cm","United Kingdom","Margherita","Dustbag","28/01/2020","9286393"
